sample	metabolite	derivative	isotopologue	isotopic_inchi	area	corrected_area	isotopologue_fraction	residuum	mean_enrichment
018_A1.cdf	Alanine	AccQ	0	/a(C3+0)	1660483.76296296	1947612.6998986679	0.9773263201594261	1.1685604439838353e-16	0.00865209531733381
018_A1.cdf	Alanine	AccQ	1	/a(C1+1),(C2+0)	289660.97037037	39067.769354552176	0.019604492855334246	0.0	0.00865209531733381
018_A1.cdf	Alanine	AccQ	2	/a(C2+1),(C1+0)	38375.3111111111	5690.964865598024	0.0028557678590516895	1.460700554979794e-17	0.00865209531733381
018_A1.cdf	Alanine	AccQ	3	/a(C3+1)	3936.95555555556	425.30093786596973	0.0002134191261879362	2.1682273862981317e-17	0.00865209531733381
019_A2.cdf	Alanine	AccQ	0	/a(C3+0)	838503.034533431	983462.6312113743	0.9758000062344737	-1.1552577505665877e-16	0.008582741133116616
019_A2.cdf	Alanine	AccQ	1	/a(C1+1),(C2+0)	149073.122703894	23048.316322050247	0.02286873593056419	3.176958814058116e-16	0.008582741133116616
019_A2.cdf	Alanine	AccQ	2	/a(C2+1),(C1+0)	18286.5686994857	1123.0361446855225	0.001114286036100685	-1.7689884305550874e-16	0.008582741133116616
019_A2.cdf	Alanine	AccQ	3	/a(C3+1)	1837.25936811168	218.67560447181702	0.00021697179886142934	-6.543452102818563e-18	0.008582741133116616
020_A3.cdf	Alanine	AccQ	0	/a(C3+0)	874646.133700896	1025934.101936428	0.9839705869020926	-1.116720001326446e-16	0.005699991102812726
020_A3.cdf	Alanine	AccQ	1	/a(C1+1),(C2+0)	148739.813921433	16140.155424666931	0.015479978856268301	0.0	0.005699991102812726
020_A3.cdf	Alanine	AccQ	2	/a(C2+1),(C1+0)	17138.4838042729	29.515539148444457	2.830827274754748e-05	-3.489750004145144e-18	0.005699991102812726
020_A3.cdf	Alanine	AccQ	3	/a(C3+1)	1951.04755341144	543.3504923900197	0.0005211259688915942	2.159282815064808e-17	0.005699991102812726
021_A4.cdf	Alanine	AccQ	0	/a(C3+0)	610776.021569802	716371.6483640393	0.9757155495962239	0.0	0.009244007438910731
021_A4.cdf	Alanine	AccQ	1	/a(C1+1),(C2+0)	108141.30617136	16270.893933554757	0.022161351936603502	0.0	0.009244007438910731
021_A4.cdf	Alanine	AccQ	2	/a(C2+1),(C1+0)	13079.5686039545	586.3515480861588	0.0007986250213893896	2.2303712276329105e-16	0.009244007438910731
021_A4.cdf	Alanine	AccQ	3	/a(C3+1)	2002.19892150989	972.430157501157	0.0013244734457833033	-2.4781902529254558e-18	0.009244007438910731
022_A5.cdf	Alanine	AccQ	0	/a(C3+0)	2804559.27749361	3287285.670555574	0.9192581829970135	-3.1554654237353266e-08	0.02706022419279898
022_A5.cdf	Alanine	AccQ	1	/a(C1+1),(C2+0)	677744.175191816	287164.99813296285	0.08030296142757619	-3.0793240123970054e-07	0.02706022419279898
022_A5.cdf	Alanine	AccQ	2	/a(C2+1),(C1+0)	85028.9322250639	1569.356325756671	0.0004388555754103749	1.2375637825587654e-05	0.02706022419279898
022_A5.cdf	Alanine	AccQ	3	/a(C3+1)	7756.41304347826	0.0	0.0	-9.32702031577146e-05	0.02706022419279898
023_A6.cdf	Alanine	AccQ	0	/a(C3+0)	1232545.3277635	1445821.419838761	0.9870275392101021	-1.5897097812675398e-16	0.005356539997332432
023_A6.cdf	Alanine	AccQ	1	/a(C1+1),(C2+0)	202710.205655527	14576.774843903333	0.009951213895698233	0.0	0.005356539997332432
023_A6.cdf	Alanine	AccQ	2	/a(C2+1),(C1+0)	26791.8508997429	4314.39616859403	0.002945334586300265	2.483921533230531e-18	0.005356539997332432
023_A6.cdf	Alanine	AccQ	3	/a(C3+1)	2563.61825192802	111.19815448953352	7.591230789951159e-05	5.278333258114878e-18	0.005356539997332432
024_A7.cdf	Alanine	AccQ	0	/a(C3+0)	646784.064009662	758613.421726878	0.9764026936963608	0.0	0.008954147690896355
024_A7.cdf	Alanine	AccQ	1	/a(C1+1),(C2+0)	113815.350241546	16393.30897568644	0.021099641245498218	0.0	0.008954147690896355
024_A7.cdf	Alanine	AccQ	2	/a(C2+1),(C1+0)	14356.1231884058	1344.26902328998	0.0017301933472322168	-1.4050318845579653e-17	0.008954147690896355
024_A7.cdf	Alanine	AccQ	3	/a(C3+1)	1819.46256038647	596.2850619420398	0.0007674717109088038	1.349416039127546e-16	0.008954147690896355
025_A8.cdf	Alanine	AccQ	0	/a(C3+0)	744698.653175157	873430.0407134033	0.9741001230946221	-1.298581798943264e-16	0.009418860214240266
025_A8.cdf	Alanine	AccQ	1	/a(C1+1),(C2+0)	133359.16957432	21595.99986641622	0.02408511861012369	3.24645449735816e-17	0.009418860214240266
025_A8.cdf	Alanine	AccQ	2	/a(C2+1),(C1+0)	16509.3579902303	1141.2717807989573	0.001272812853165268	-9.73936349207448e-17	0.009418860214240266
025_A8.cdf	Alanine	AccQ	3	/a(C3+1)	1913.28681088625	485.9371417019456	0.0005419454420888574	4.387786156585638e-17	0.009418860214240266
026_A9.cdf	Alanine	AccQ	0	/a(C3+0)	513941.623831776	602765.6469851431	0.9703837438952644	9.37311054945525e-17	0.011115625275734592
026_A9.cdf	Alanine	AccQ	1	/a(C1+1),(C2+0)	93544.3691588785	16665.742208723794	0.026829938634000055	0.0	0.011115625275734592
026_A9.cdf	Alanine	AccQ	2	/a(C2+1),(C1+0)	11920.9637850467	1144.1901229525884	0.0018420152190028213	2.9290970467047657e-18	0.011115625275734592
026_A9.cdf	Alanine	AccQ	3	/a(C3+1)	1599.91822429907	586.5648113913762	0.0009443022517326916	1.4865167512026685e-16	0.011115625275734592
027_A10.cdf	Alanine	AccQ	0	/a(C3+0)	1675938.85194479	1965563.3880504568	0.9697157421344477	0.0	0.010831016332030577
027_A10.cdf	Alanine	AccQ	1	/a(C1+1),(C2+0)	307270.012547051	56943.407584191664	0.028093176277534156	0.0	0.010831016332030577
027_A10.cdf	Alanine	AccQ	2	/a(C2+1),(C1+0)	39719.9435382685	4405.312129757365	0.0021733720454971592	-3.5901432230148695e-18	0.010831016332030577
027_A10.cdf	Alanine	AccQ	3	/a(C3+1)	3719.47929736512	35.89632186639766	1.7709542521086706e-05	-2.3335930949596655e-17	0.010831016332030577
029_A11.cdf	Alanine	AccQ	0	/a(C3+0)	366363.077464789	429634.6442902273	0.9599242715315368	-1.1064869724442286e-06	0.015415108591268352
029_A11.cdf	Alanine	AccQ	1	/a(C1+1),(C2+0)	70672.1408450704	16556.082020945698	0.03699092981579226	3.280656143017103e-05	0.015415108591268352
029_A11.cdf	Alanine	AccQ	2	/a(C2+1),(C1+0)	8294.42253521127	0.0	0.0	-0.00022937400043847143	0.015415108591268352
029_A11.cdf	Alanine	AccQ	3	/a(C3+1)	1939.03521126761	1380.667633013077	0.0030847986526709335	6.923645285902356e-06	0.015415108591268352
030_A12.cdf	Alanine	AccQ	0	/a(C3+0)	103423.616287095	121278.26308341807	0.9470553056254687	1.1376667043036152e-16	0.024259075156283807
030_A12.cdf	Alanine	AccQ	1	/a(C1+1),(C2+0)	20509.5997239475	5326.37514530943	0.041593371416007864	2.844166760759038e-17	0.024259075156283807
030_A12.cdf	Alanine	AccQ	2	/a(C2+1),(C1+0)	2782.96066252588	367.54193602280407	0.00287011482272659	9.243541972466874e-17	0.024259075156283807
030_A12.cdf	Alanine	AccQ	3	/a(C3+1)	1194.0027605245	1086.0888328787453	0.00848120813579679	-9.243541972466874e-17	0.024259075156283807
031_A13.cdf	Alanine	AccQ	0	/a(C3+0)	547431.452020202	642069.2502583064	0.9747933193179229	0.0	0.009265724838818006
031_A13.cdf	Alanine	AccQ	1	/a(C1+1),(C2+0)	97465.1262626263	15204.503258284647	0.02308356644358974	2.2096957284371784e-17	0.009265724838818006
031_A13.cdf	Alanine	AccQ	2	/a(C2+1),(C1+0)	12268.0934343434	1090.5863628028653	0.0016557346425977865	-4.419391456874357e-17	0.009265724838818006
031_A13.cdf	Alanine	AccQ	3	/a(C3+1)	1383.69949494949	307.8499419023736	0.000467379595889567	1.3154594883352575e-16	0.009265724838818006
032_A14.cdf	Alanine	AccQ	0	/a(C3+0)	597132.955465587	700366.4494137405	0.9749392221396175	-1.6209824220647625e-16	0.009569243118119337
032_A14.cdf	Alanine	AccQ	1	/a(C1+1),(C2+0)	106016.720647773	16242.009887047087	0.022609553182504284	2.0262280275809532e-17	0.009569243118119337
032_A14.cdf	Alanine	AccQ	2	/a(C2+1),(C1+0)	13107.2739541161	901.9111753164882	0.0012554978617809757	5.065570068952383e-17	0.009569243118119337
032_A14.cdf	Alanine	AccQ	3	/a(C3+1)	1920.62078272605	858.9734884406013	0.0011957268160972584	4.6539925008500015e-17	0.009569243118119337
