"010_blank_50% MeOH.cdf";"011_extraction blank.cdf";"013_1 uM std mix.cdf";"014_10 uM std mix.cdf";"015_50 uM std mix.cdf";"016_100 uM std mix.cdf";"018_O1.cdf";"019_O2.cdf";"020_O3.cdf";"021_O4.cdf";"022_O5.cdf";"023_O6.cdf";"024_O7.cdf";"025_O8.cdf";"026_O9.cdf";"027_O10.cdf";"028_QC_1.cdf";"029_O11.cdf";"030_O12.cdf";"031_O13.cdf";"032_O14.cdf";"033_O15.cdf";"034_O17.cdf";"035_O18.cdf";"036_O19.cdf";"037_O20.cdf";"038_QC_2.cdf";"039_O21.cdf";"040_O22.cdf";"042_O24.cdf";"043_O25.cdf";"044_O26.cdf";"045_O27.cdf";"046_O28.cdf";"047_O29.cdf";"048_O30.cdf";"049_QC_3.cdf";"050_O31.cdf";"051_O32.cdf";"052_O33.cdf";"053_O34.cdf";"054_O35.cdf";"055_O36.cdf";"056_O37.cdf";"057_O38.cdf";"058_O39.cdf";"060_QC_4.cdf";"061_O41.cdf";"062_O42.cdf";"063_O43.cdf";"064_O44.cdf";"065_O45.cdf";"066_O46.cdf";"067_O47.cdf";"068_O48.cdf";"069_O49.cdf";"070_O50.cdf";"071_QC_5.cdf";"072_O51.cdf";"073_O52.cdf";"074_O53.cdf";"075_O54.cdf";"076_O55.cdf";"077_O56.cdf";"078_O57.cdf";"079_O58.cdf";"080_O59.cdf";"081_O60.cdf";"082_QC_6.cdf";"083_O61.cdf";"084_O62.cdf";"085_O63.cdf";"086_O64.cdf";"087_O65.cdf";"088_O66.cdf";"089_O67.cdf";"090_O68.cdf";"091_O69.cdf";"092_O70.cdf";"093_QC_7.cdf";"094_O71.cdf";"095_O72.cdf";"096_O73.cdf";"097_O74.cdf";"098_O75.cdf";"099_O76.cdf";"100_O77.cdf";"101_O78.cdf";"102_O79.cdf";"103_O80.cdf";"104_QC_8.cdf";"105_O81.cdf";"106_O82.cdf";"107_O83.cdf";"108_O84.cdf";"109_O85.cdf";"110_O86.cdf";"111_O87.cdf";"112_O88.cdf";"113_O89.cdf";"114_O90.cdf";"115_QC_9.cdf";"116_O91.cdf";"117_O92.cdf";"118_O93.cdf";"119_O94.cdf";"120_O95.cdf";"121_O96.cdf";"122_O97.cdf";"123_O98.cdf";"124_O99.cdf";"125_O100.cdf";"126_QC_10.cdf";"127_O101.cdf";"128_O102.cdf";"129_O103.cdf";"130_O104.cdf";"131_O105.cdf";"132_O106.cdf";"133_O107.cdf";"134_O108.cdf";"135_O109.cdf";"136_QC_11.cdf";"137_O110.cdf";"138_O111.cdf";"139_O112.cdf";"140_O113.cdf";"141_O114.cdf";"142_O115.cdf";"143_O116.cdf";"144_O117.cdf";"145_O118.cdf";"146_QC_12.cdf";"147_O119.cdf";"148_O120.cdf";"metabolite";"derivative";"isotopologue";"resolution"
"1";"1584.6";"7477285.2";"6043207.6";"16302302.3";"53790527.9";"84783682.1";"11443995.8";"10168059.4";"5389670.6";"4775754.3";"17331802.8";"5529964.5";"6628160.5";"7013336.4";"6474557.0";"16105387.0";"20577528.4";"5890919.7";"10554458.9";"8217739.0";"9101451.3";"8412812.4";"8626965.4";"12130418.9";"14475814.6";"6167250.3";"20715296.8";"6174572.5";"6653778.3";"6125151.6";"8586625.5";"6809826.3";"6430988.3";"8015201.7";"6259079.8";"6511295.7";"21085563.8";"4574600.2";"5874001.5";"7605829.7";"13480496.7";"5072445.6";"4984576.3";"7997889.1";"14626859.9";"7275593.3";"21327471.2";"7780792.8";"9005685.9";"5785914.7";"8362722.2";"7443943.0";"5249757.5";"9603343.4";"11592349.4";"10526578.3";"12208415.5";"21972961.0";"26795873.0";"13587732.6";"6335524.3";"3443625.6";"5791483.2";"11747841.6";"4980813.5";"7292777.8";"7970484.8";"8120025.5";"22794622.8";"10357743.8";"28788108.6";"6976143.0";"11270724.9";"11671181.2";"11953475.8";"8852664.8";"11877190.9";"5088689.6";"7026186.5";"23291710.8";"13548451.5";"17592695.6";"12143443.6";"7131862.4";"9547703.3";"7458605.8";"6772543.0";"10014801.5";"10917344.8";"8677180.6";"23402947.8";"8648541.3";"9148530.1";"13862994.6";"8283092.6";"20514339.3";"8723701.6";"11743941.4";"8592628.8";"12621080.3";"7808580.7";"24087936.0";"11314972.0";"20125905.5";"6988423.6";"8164440.3";"73777175.8";"14581951.2";"19949769.3";"8230032.2";"9460423.3";"7368170.1";"24581942.3";"9042537.5";"9085275.4";"6384336.6";"9092796.4";"8321434.1";"9468312.6";"16105999.4";"10373391.1";"13359951.2";"24523389.0";"10295502.5";"8271473.4";"11643641.9";"10722808.5";"13990159.8";"12708341.4";"13611339.8";"8235860.1";"17232828.3";"24935653.5";"7191552.0";"10347476.9";"lactate_224";0;0;0
"2";"5157.0";"633308.0";"498873.9";"1337624.2";"5171847.4";"8670315.0";"934583.0";"834685.1";"404480.4";"357419.4";"1624066.5";"422521.8";"523145.8";"576155.8";"484752.8";"1437917.9";"1873366.1";"501552.8";"899214.6";"707719.7";"795440.8";"731096.4";"748910.9";"996510.7";"1219001.9";"512613.6";"1934978.3";"513251.4";"558077.3";"506583.1";"699950.6";"532381.0";"520282.0";"666515.0";"511255.2";"507581.2";"1948971.3";"374810.5";"494771.7";"594181.4";"1138386.2";"372821.1";"380115.1";"669366.2";"1325083.4";"600194.1";"1931229.0";"666735.9";"812255.6";"497754.0";"717626.8";"653220.0";"433729.9";"807339.6";"980442.2";"882339.4";"1030202.6";"2097278.7";"2563170.1";"1120252.9";"515542.3";"261359.1";"478484.1";"974476.2";"357334.1";"600737.7";"642245.3";"690918.9";"2133149.8";"821113.1";"2827239.2";"563495.7";"908098.6";"943092.4";"997251.5";"689444.0";"969865.4";"402850.8";"564698.5";"2169725.8";"1162655.1";"1607584.1";"1009742.8";"608997.1";"831851.8";"649449.8";"598333.9";"857309.3";"942266.1";"742311.6";"2127063.1";"706648.9";"752305.3";"1160939.1";"712754.3";"1926873.6";"735195.4";"1003197.0";"709782.3";"1060980.2";"629290.7";"2261096.5";"963764.7";"1820560.1";"545089.8";"656561.6";"8614192.2";"1284467.3";"1859784.0";"660261.0";"757242.6";"608481.0";"2274511.0";"746463.4";"816967.4";"538280.8";"805912.0";"726642.5";"780932.9";"1387506.4";"917546.0";"1136614.0";"2305385.2";"904490.0";"715231.4";"974358.9";"908962.9";"1232299.2";"1052970.8";"1164722.6";"695438.7";"1540137.3";"2342051.7";"611989.2";"834237.0";"lactate_225";0;0;0
"3";"1321.1";"60820.6";"32291.6";"137413.5";"516580.0";"843445.5";"104900.6";"76103.7";"44629.8";"36201.2";"164374.9";"33744.5";"42982.2";"47533.4";"44795.4";"132573.4";"188271.5";"39504.1";"87559.5";"61707.2";"83566.8";"71635.0";"77639.0";"111699.2";"128084.8";"46559.2";"192778.8";"59532.3";"48133.9";"43809.9";"63459.6";"49690.1";"44867.9";"71483.4";"52074.5";"52432.3";"181259.0";"25486.9";"33130.2";"45212.9";"108462.8";"36513.2";"37593.6";"63254.0";"131250.7";"53091.7";"192669.9";"58671.8";"80509.7";"54957.0";"63912.6";"63235.4";"36767.4";"81275.9";"93921.6";"95134.4";"100902.3";"212646.8";"250310.8";"120179.4";"27293.5";"20423.7";"36326.5";"81306.0";"22421.8";"50769.3";"57076.3";"56273.4";"211392.0";"85455.3";"246498.5";"40554.0";"99280.5";"90718.3";"96687.0";"77373.0";"95234.5";"27259.2";"50985.4";"217112.3";"108872.0";"159732.7";"93658.7";"51793.2";"62851.7";"63720.3";"51795.5";"76158.0";"99086.6";"63522.8";"213091.8";"55838.8";"66442.4";"114166.0";"60259.4";"196452.6";"62403.7";"92251.3";"59361.5";"110029.6";"56169.4";"200454.8";"86027.1";"176450.8";"35020.5";"61340.2";"786226.4";"123474.8";"179439.6";"44972.1";"69197.4";"54987.0";"212338.6";"73755.4";"58838.6";"42842.0";"58846.0";"72126.1";"74363.3";"147547.2";"80989.4";"109667.4";"218061.2";"91368.4";"57320.3";"99850.5";"90536.1";"120958.5";"106135.5";"111857.4";"49551.9";"145202.7";"224023.7";"44749.6";"62663.7";"lactate_226";0;0;0
"4";"363.3";"0.0";"0.0";"0.0";"9094.3";"18415.9";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"533.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"532.7";"0.0";"0.0";"0.0";"1058.1";"0.0";"0.0";"0.0";"473.7";"453.4";"527.5";"0.0";"0.0";"0.0";"362.8";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"488.2";"0.0";"0.0";"0.0";"6992.4";"0.0";"0.0";"549.0";"253.5";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"7354.9";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"780.1";"0.0";"0.0";"0.0";"0.0";"0.0";"435.5";"0.0";"0.0";"0.0";"0.0";"0.0";"498.9";"550.8";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"644.7";"603.4";"0.0";"32155.5";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"626.0";"0.0";"0.0";"lactate_227";0;0;0
"5";"521.1";"280499.1";"2617813.1";"23024695.8";"80277529.6";"109493082.0";"5266938.5";"4623860.3";"3986423.5";"4981050.2";"6332725.5";"3709263.4";"3072152.5";"4901015.8";"3422118.4";"8435721.1";"4981729.8";"3114026.8";"4765808.5";"3921842.8";"4950253.8";"5486318.0";"3454385.6";"10429909.5";"2792280.7";"2743085.7";"5005121.2";"4346701.4";"2396655.3";"1938065.0";"2066249.1";"2495529.4";"1979207.8";"1605097.8";"2097008.7";"1737689.5";"5046061.4";"4829653.8";"6186097.7";"4991527.7";"6798400.7";"3482504.6";"3176283.5";"3770756.4";"4710316.0";"4899478.3";"5122072.5";"5416233.8";"5323416.0";"3922817.4";"5470895.9";"3963082.4";"1981928.6";"3147208.4";"3302631.2";"4638888.4";"5155382.9";"5119256.0";"4543850.0";"3199478.9";"1927031.6";"3471121.6";"2401698.4";"2080682.3";"2261724.8";"1640416.9";"2244464.4";"1924754.2";"5090156.0";"5682498.6";"7680775.6";"4285370.0";"7591082.4";"4950039.8";"4184750.2";"4264337.7";"4709593.8";"4042742.5";"4292318.0";"5077835.8";"5466400.5";"9063635.2";"5242659.2";"4896219.2";"7078762.4";"3554974.3";"3343539.7";"3430187.8";"4103542.2";"3893257.5";"5231826.6";"2795840.0";"2818826.9";"3333641.2";"2157187.6";"3037533.9";"2163077.5";"2290025.3";"2159876.1";"1839002.7";"2986968.8";"5168325.0";"7404848.6";"8106724.4";"4489122.0";"5817777.8";"13398876.5";"5440224.6";"7508546.0";"4448629.0";"4421863.0";"3357841.4";"5022872.3";"6976190.1";"5806023.4";"7123948.7";"4872136.7";"7117036.6";"4289145.0";"3150506.0";"2373510.2";"3028404.3";"5085804.0";"2306033.5";"3064259.6";"4713122.1";"3402725.5";"3735860.6";"3079220.5";"1832432.9";"1889480.6";"2162463.5";"5161825.0";"2057320.6";"2130428.1";"pyruvate_357";0;0;0
"6";"0.0";"55011.1";"454052.2";"3698846.0";"12955643.1";"19144061.8";"798014.8";"717530.5";"610534.0";"772271.6";"986506.0";"555417.1";"490071.9";"719043.2";"534140.6";"1225076.3";"756392.7";"529563.9";"798034.4";"649636.0";"828268.1";"893112.0";"601365.5";"1599288.3";"513479.3";"490486.2";"821331.7";"723761.0";"382647.4";"321813.7";"337909.6";"401802.0";"341042.7";"256755.2";"352071.9";"294943.6";"786396.7";"726997.8";"912732.6";"771089.0";"1020287.0";"560768.2";"488477.2";"613011.3";"776520.1";"785146.8";"797958.7";"896005.3";"854992.4";"633389.3";"877797.0";"666279.4";"349655.7";"546198.6";"556221.3";"775794.6";"869201.6";"808122.6";"708383.7";"516601.4";"307679.3";"525051.7";"402505.8";"358321.2";"369006.5";"283249.5";"359963.9";"327170.6";"800629.0";"869806.5";"1137028.6";"708585.0";"1132696.6";"801281.4";"678067.6";"657262.5";"728650.8";"650489.0";"689737.5";"799787.8";"878085.7";"1358069.2";"825374.3";"801084.7";"1137083.2";"603473.7";"564242.3";"600713.2";"682859.9";"687608.0";"799801.9";"457483.4";"439881.7";"548700.4";"364261.6";"524295.2";"369848.1";"387263.5";"374235.3";"315785.9";"512216.7";"829191.0";"1161187.6";"1279032.6";"738777.7";"938208.5";"2043292.8";"871990.0";"1144943.5";"724240.6";"708599.0";"544813.8";"779496.7";"1114470.6";"909960.0";"1152680.6";"810699.8";"1144150.4";"739298.8";"565903.1";"389077.6";"534993.2";"799039.2";"408715.1";"496913.8";"747390.1";"518566.7";"585158.0";"494694.7";"313506.8";"329054.4";"376331.1";"821592.2";"362514.1";"385259.4";"pyruvate_358";0;0;0
"7";"0.0";"8252.6";"68813.7";"496721.0";"1567084.1";"2161550.7";"111214.0";"98047.2";"77182.9";"109460.8";"132080.9";"73070.1";"57678.4";"103779.3";"73148.0";"176149.5";"108326.4";"85803.6";"112733.9";"96675.1";"119022.3";"120377.3";"92499.0";"192904.6";"84206.8";"80977.9";"104279.1";"114655.1";"58634.8";"49759.7";"51909.1";"64761.0";"43871.1";"58481.6";"48108.7";"39417.8";"101830.7";"90492.1";"114561.7";"96145.7";"138790.7";"71306.8";"74338.4";"72440.5";"108477.7";"105790.2";"115549.4";"120990.8";"128478.3";"83757.0";"118376.4";"100275.0";"62145.0";"70551.0";"74725.9";"123909.0";"115472.4";"110918.1";"97429.7";"68821.6";"45578.3";"75556.9";"58231.7";"60848.9";"56882.5";"52644.5";"54315.4";"57676.5";"109197.1";"107677.1";"144340.6";"97712.9";"156182.6";"100077.5";"87895.0";"104779.3";"94648.4";"89370.9";"102960.6";"109794.5";"119829.3";"185423.7";"122051.9";"102178.1";"150625.6";"90231.8";"83927.8";"88597.8";"100035.8";"99092.1";"105843.0";"74058.5";"64891.9";"83279.9";"50071.1";"66913.0";"62801.3";"58321.4";"53979.9";"54921.6";"87896.9";"109229.4";"146809.5";"166313.5";"89581.7";"121938.6";"255309.0";"114542.2";"142291.4";"88112.2";"102402.6";"77940.6";"114931.2";"159885.6";"124499.8";"162489.9";"103793.4";"155836.7";"103939.2";"85169.1";"68714.8";"77049.1";"101895.2";"71571.1";"66487.4";"90177.0";"72630.5";"78459.4";"67169.9";"44205.2";"57390.2";"57844.8";"103575.0";"54899.6";"54735.5";"pyruvate_359";0;0;0
"8";"0.0";"553.9";"9907.7";"51727.1";"151900.1";"228013.1";"9217.2";"9539.8";"4835.3";"12993.3";"19768.6";"4702.7";"7493.9";"9335.1";"4587.7";"13013.8";"13494.2";"4938.3";"8911.3";"10320.9";"12027.0";"13717.4";"9629.3";"26955.0";"9652.7";"5857.2";"13496.5";"10675.1";"5672.9";"2436.9";"6101.2";"3329.5";"1422.0";"4309.3";"2940.5";"3372.9";"12299.9";"5319.1";"13140.7";"8363.1";"13536.3";"3612.5";"2616.7";"3904.7";"12411.7";"14124.3";"8831.6";"14829.3";"11374.1";"8266.0";"12591.5";"8409.0";"6462.0";"7857.5";"8140.5";"11547.7";"12572.7";"14730.2";"9648.6";"7556.7";"2307.9";"5138.7";"4113.8";"4816.9";"2533.1";"3283.9";"3632.6";"4217.1";"11473.2";"14664.5";"17744.2";"8123.2";"19092.0";"10575.2";"7340.5";"9290.1";"9988.6";"7632.7";"10526.0";"13533.4";"11765.4";"22614.7";"17178.0";"15334.3";"17184.6";"4931.2";"9695.5";"8035.8";"8997.2";"11701.9";"12499.6";"4602.3";"6500.6";"11610.5";"4603.0";"7188.1";"2110.6";"4044.4";"6570.9";"2683.5";"7167.8";"13532.2";"20093.4";"24884.3";"9748.6";"10377.4";"29389.8";"11435.6";"17800.8";"7112.2";"8362.8";"10294.0";"14492.0";"15437.0";"13051.9";"16420.7";"10881.0";"18037.9";"15905.9";"7578.2";"6738.1";"3852.2";"12013.1";"5347.5";"5497.7";"5847.9";"6224.0";"8314.7";"5033.9";"2976.5";"4958.1";"4372.3";"10522.7";"1788.9";"8680.6";"pyruvate_360";0;0;0
"9";"614.9";"13743.1";"3272493.0";"27148776.9";"84799612.9";"136657017.9";"8483047.8";"9380471.3";"8284362.0";"6972465.2";"11643315.4";"6397516.0";"5241541.1";"9115695.6";"5455825.3";"9791297.5";"5695279.4";"6737188.4";"6747574.7";"5049018.3";"7637967.9";"7800428.6";"5794217.6";"6999197.9";"5622538.9";"4431824.2";"5770326.6";"6146315.8";"2642318.9";"1863608.5";"1913153.5";"2315508.0";"1865373.6";"2035187.5";"1858624.5";"2020537.4";"5860557.7";"8036287.6";"9188972.9";"6990757.8";"7565600.2";"6150213.3";"4277230.4";"5039508.7";"8088134.2";"10878158.1";"5961450.9";"10199715.9";"7987503.3";"5269989.3";"6690464.5";"9128493.2";"3529537.3";"5813445.1";"6224582.2";"6605232.7";"12167131.7";"6132652.3";"2548891.7";"3082654.8";"1653815.2";"3205434.9";"2425540.8";"2331485.0";"2479308.5";"1417675.0";"3079696.9";"2308381.1";"6246029.0";"11060670.3";"7851814.3";"6186169.1";"14807296.6";"5546720.8";"7744657.2";"6842411.0";"6769523.6";"5511670.6";"8163613.9";"6160228.9";"7201805.9";"9330440.3";"7783687.2";"6253640.9";"12748567.7";"9299228.1";"3691674.6";"7772171.4";"8018833.8";"7238778.2";"6364509.7";"3253014.3";"3077256.2";"2994782.2";"2516896.8";"2789014.4";"2602730.3";"2279333.1";"2719025.4";"1677350.1";"2099530.4";"6325879.8";"12260768.0";"12494400.1";"6437371.4";"9300604.9";"7655736.4";"7065377.4";"6558946.8";"6607363.5";"7596215.8";"7316599.7";"6514488.1";"7837248.9";"5604500.2";"6331425.8";"6817068.3";"8133226.8";"12226030.5";"9473030.5";"5190336.9";"5562951.2";"6460035.1";"9940559.3";"2985279.6";"5446898.9";"4015520.1";"3817650.0";"2672889.6";"1974883.4";"2084938.3";"2857853.9";"6498455.9";"3883751.1";"1694284.1";"fumarate_385";0;0;0
"10";"0.0";"1017.6";"597490.0";"4796822.2";"14156401.7";"23099430.9";"1497172.9";"1661822.9";"1441723.3";"1226269.1";"1990836.4";"1182923.1";"884888.6";"1556795.4";"983856.6";"1694645.7";"1017998.6";"1185977.8";"1191622.6";"850493.5";"1358097.3";"1335688.2";"998044.3";"1223569.2";"981943.6";"785786.4";"1045685.2";"1094781.2";"444454.7";"328251.4";"336667.1";"427286.0";"345051.7";"357046.3";"335414.0";"365324.5";"1038125.3";"1402042.8";"1634938.5";"1222735.9";"1313599.7";"1046546.9";"764219.8";"903368.1";"1398721.6";"1896777.9";"1065961.1";"1743299.1";"1353455.6";"922856.1";"1189865.7";"1556521.8";"593921.7";"1012326.1";"1115918.2";"1151886.7";"2023171.7";"1072301.9";"457839.5";"526253.5";"290594.6";"571512.0";"422718.6";"415286.8";"422517.9";"255305.2";"572974.0";"392935.9";"1052010.1";"1927959.9";"1406822.9";"1061451.5";"2456461.4";"928107.3";"1397488.9";"1247034.7";"1178277.2";"1051434.1";"1429340.4";"1145175.6";"1276377.1";"1560959.6";"1357382.1";"1085146.2";"2121926.7";"1590338.7";"657643.8";"1375564.7";"1422963.1";"1279872.4";"1145908.3";"580449.5";"546907.1";"523535.3";"444348.9";"477595.8";"455423.5";"424418.2";"516230.9";"294270.3";"382512.1";"1151029.2";"2103880.4";"2057140.6";"1110602.1";"1579444.7";"1311646.1";"1256257.8";"1150700.2";"1195831.7";"1341689.4";"1292821.2";"1152583.6";"1368477.2";"1033846.5";"1098440.9";"1178563.9";"1430549.9";"2141929.5";"1678751.8";"917344.7";"1015435.7";"1186919.1";"1678780.9";"501966.4";"984798.7";"722359.8";"710142.4";"475152.8";"346178.8";"358243.4";"535031.2";"1178273.9";"683097.6";"310650.5";"fumarate_386";0;0;0
